seqid	protein_class	prot_len	mean_disorder	frac_disordered	has_prd
AP_JSRV	AP	81	0.3404	0.0	0
AP_MPMV	AP	86	0.2048	0.0	0
AP_MMTV	AP	85	0.5533	1.0	0
AP_SRV-1	AP	86	0.2113	0.0	0
AP_HERV-K10	AP	84	0.1383	0.0	0
AP_SA-OMVV	AP	81	0.1277	0.0	0
AP_CAEV	AP	81	0.1353	0.0	0
AP_FIV	AP	91	0.2325	0.0	0
AP_EIAV	AP	84	0.2198	0.0	0
AP_VMV	AP	81	0.1689	0.0	0
AP_SIVMND	AP	81	0.1578	0.0	0
AP_HIV-2	AP	76	0.1911	0.0	0
AP_SIVAGM	AP	81	0.2157	0.0	0
AP_BIV	AP	79	0.1426	0.0	0
AP_SIVMAC	AP	76	0.1699	0.0	0
AP_RSV	AP	86	0.4297	0.4302	0
AP_LPDV	AP	84	0.4122	0.4286	0
AP_EAV-HP	AP	84	0.5885	0.5595	0
AP_LOC386135	AP	80	0.5296	1.0	0
AP_STcLV2PP1664	AP	88	0.5314	0.4432	0
AP_HTLV-2	AP	88	0.1662	0.0	0
AP_HTLV-1	AP	88	0.2747	0.0	0
AP_RTVL-H3	AP	78	0.7549	1.0	0
AP_WdSV	AP	81	0.1632	0.0	0
AP_MuERV-L	AP	79	0.1995	0.0	0
AP_BLV	AP	88	0.162	0.0	0
AP_NIXMm	AP	240	0.3564	0.4875	0
AP_NIXrn	AP	403	0.5954	0.7097	0
AP_NIX3	AP	241	0.3736	0.5062	0
AP_NIXh	AP	281	0.4715	0.548	0
AP_NIXm	AP	281	0.4715	0.548	0
AP_Cer4	AP	83	0.1244	0.0	0
AP_Cer5	AP	83	0.1529	0.0	0
AP_Mag	AP	85	0.1039	0.0	0
AP_SURL	AP	86	0.1936	0.0	0
AP_Gulliver	AP	83	0.295	0.0	0
AP_Cer6	AP	81	0.1456	0.0	0
AP_Cigr-1	AP	87	0.4343	0.5172	0
AP_Osvaldo	AP	86	0.3126	0.0	0
AP_Woot	AP	91	0.1488	0.0	0
AP_Ulysses	AP	88	0.1259	0.0	0
AP_Circe	AP	96	0.2857	0.0	0
AP_Cer1	AP	94	0.1732	0.0	0
AP_Cer2	AP	94	0.1497	0.0	0
AP_Cer3	AP	94	0.1091	0.0	0
AP_HMS-Beagle	AP	78	0.3048	0.0	0
AP_Yoyo	AP	80	0.1926	0.0	0
AP_Gypsyvir	AP	79	0.2979	0.0	0
AP_Burdock	AP	79	0.2759	0.0	0
AP_Nomad	AP	83	0.2488	0.0	0
AP_Gypsy	AP	79	0.2526	0.0	0
AP_297	AP	80	0.212	0.0	0
AP_17.6	AP	80	0.3833	0.2875	0
AP_Tv1	AP	80	0.133	0.0	0
AP_Ted	AP	87	0.1943	0.0	0
AP_Zam	AP	85	0.3454	0.2706	0
AP_Idefix	AP	80	0.1802	0.0	0
AP_Tom	AP	80	0.3565	0.2	0
AP_Springer	AP	79	0.4425	0.4304	0
AP_412	AP	86	0.2095	0.0	0
AP_Mdg1	AP	86	0.216	0.0	0
AP_Blastopia	AP	87	0.116	0.0	0
AP_Micropia	AP	85	0.2291	0.0	0
AP_Mdg3	AP	85	0.2303	0.0	0
AP_SSO2164	AP	126	0.0816	0.0	0
AP_SSO1523	AP	126	0.1169	0.0	0
AP_SSO1929	AP	129	0.136	0.0	0
AP_SSO1395	AP	114	0.1096	0.0	0
AP_ST0709	AP	105	0.0636	0.0	0
AP_RB8280	AP	129	0.1189	0.0	0
AP_PAE0531	AP	116	0.0658	0.0	0
AP_CsRN1	AP	78	0.2975	0.2179	0
AP_Kabuki	AP	80	0.1409	0.0	0
AP_PAE0993	AP	145	0.0825	0.0	0
AP_AF0612	AP	128	0.0751	0.0	0
AP_all7265	AP	126	0.1067	0.0	0
AP_CC1307	AP	172	0.2747	0.3314	0
AP_ATU1893	AP	235	0.0965	0.0	0
AP_MAGN03006869	AP	122	0.4288	0.5082	0
AP_BLL3736	AP	184	0.148	0.0978	0
AP_MLR0565	AP	235	0.1125	0.0	0
AP_BR0864	AP	234	0.0941	0.0	0
AP_Mdeg0200624	AP	174	0.2586	0.3161	0
AP_PA4965	AP	174	0.1478	0.0	0
AP_Pflu02000192	AP	174	0.1585	0.0	0
AP_MDEG2586	AP	226	0.0807	0.0	0
AP_PSPTO4961	AP	226	0.0807	0.0	0
AP_PA4048	AP	214	0.112	0.0841	0
AP_BLL8127	AP	171	0.3344	0.3216	0
AP_RPAL1816	AP	173	0.2848	0.2486	0
AP_MLL3161	AP	187	0.2272	0.3048	0
AP_ATU0134	AP	178	0.2947	0.3034	0
AP_RC1339	AP	231	0.0708	0.0	0
AP_RP867	AP	231	0.0594	0.0	0
AP_Rsph03003184	AP	191	0.0791	0.0	0
AP_MMC12119	AP	225	0.0823	0.0	0
RNaseH_Micropia	RNaseH	121	0.1359	0.0	0
RNaseH_Blastopia	RNaseH	121	0.2564	0.0	0
RNaseH_Mdg3	RNaseH	122	0.2617	0.2049	0
RNaseH_BLV	RNaseH	125	0.2098	0.0	0
RNaseH_HTLV-1	RNaseH	129	0.2638	0.0	0
RNaseH_HTLV-2	RNaseH	130	0.1669	0.0	0
RNaseH_STcLV2PP1664	RNaseH	130	0.1598	0.0	0
RNaseH_MMTV	RNaseH	125	0.1382	0.0	0
RNaseH_HERV-K10	RNaseH	126	0.184	0.1349	0
RNaseH_MPMV	RNaseH	125	0.0806	0.0	0
RNaseH_SRV-1	RNaseH	126	0.1362	0.0	0
RNaseH_RSV	RNaseH	126	0.2427	0.1349	0
RNaseH_SMRV-H	RNaseH	126	0.1614	0.0	0
RNaseH_SERV	RNaseH	117	0.0767	0.0	0
RNaseH_JSRV	RNaseH	126	0.1442	0.0	0
RNaseH_LPDV	RNaseH	124	0.1946	0.0	0
RNaseH_MuLV	RNaseH	141	0.2833	0.2979	0
RNaseH_BAEVM	RNaseH	141	0.2448	0.1277	0
RNaseH_GALV	RNaseH	141	0.227	0.1418	0
RNaseH_MdEV	RNaseH	141	0.153	0.0	0
RNaseH_REV	RNaseH	141	0.2011	0.1489	0
RNaseH_WdSV	RNaseH	141	0.1868	0.0993	0
RNaseH_KoRV	RNaseH	141	0.1927	0.1277	0
RNaseH_PERV-MSL	RNaseH	141	0.0909	0.0	0
RNaseH_RCHO-K1	RNaseH	141	0.2696	0.2979	0
RNaseH_RTVL-Ia	RNaseH	151	0.1628	0.0	0
RNaseH_HERV-E	RNaseH	139	0.1303	0.0	0
RNaseH_FeLV	RNaseH	141	0.2655	0.1489	0
RNaseH_HFV	RNaseH	153	0.1306	0.0	0
RNaseH_SFV-1	RNaseH	153	0.2043	0.1307	0
RNaseH_MuERV-L	RNaseH	120	0.2409	0.125	0
RNaseH_SIVMND	RNaseH	118	0.118	0.0	0
RNaseH_SIVAGM	RNaseH	118	0.1369	0.0	0
RNaseH_HIV-2	RNaseH	118	0.4003	0.2373	0
RNaseH_HIV-1	RNaseH	118	0.247	0.0	0
RNaseH_SIVMAC	RNaseH	118	0.202	0.1356	0
RNaseH_FIV	RNaseH	115	0.1073	0.0	0
RNaseH_CAEV	RNaseH	117	0.1515	0.0	0
RNaseH_SA-OMVV	RNaseH	117	0.1858	0.1197	0
RNaseH_BIV	RNaseH	115	0.1696	0.0	0
RNaseH_EIAV	RNaseH	118	0.1451	0.0	0
RNaseH_VMV	RNaseH	117	0.1741	0.1197	0
RNaseH_Cer2	RNaseH	124	0.1245	0.0	0
RNaseH_Cer3	RNaseH	124	0.163	0.0	0
RNaseH_Cer1	RNaseH	122	0.1808	0.0	0
RNaseH_Woot	RNaseH	122	0.0983	0.0	0
RNaseH_Ulysses	RNaseH	117	0.1139	0.0	0
RNaseH_Osvaldo	RNaseH	121	0.1775	0.0	0
RNaseH_Circe	RNaseH	120	0.2627	0.25	0
RNaseH_Cigr-1	RNaseH	121	0.1389	0.0	0
RNaseH_RIRE2	RNaseH	127	0.0795	0.0	0
RNaseH_Tft2	RNaseH	121	0.0952	0.0	0
RNaseH_Tat4-1	RNaseH	121	0.1082	0.0	0
RNaseH_RetroSor1	RNaseH	125	0.1421	0.0	0
RNaseH_B1147A04.5	RNaseH	133	0.2991	0.2707	0
RNaseH_Ogre	RNaseH	124	0.1111	0.0	0
RNaseH_Grande1-4	RNaseH	121	0.4	0.3471	0
RNaseH_Cinful-1	RNaseH	125	0.1061	0.0	0
RNaseH_Kabuki	RNaseH	124	0.1897	0.1048	0
RNaseH_CsRN1	RNaseH	122	0.3237	0.2705	0
RNaseH_Athila4-1	RNaseH	120	0.1245	0.0	0
RNaseH_Cyclops-2	RNaseH	120	0.1389	0.0	0
RNaseH_Diaspora	RNaseH	121	0.0856	0.0	0
RNaseH_Calypso5-1	RNaseH	120	0.1242	0.0	0
RNaseH_Bagy-2	RNaseH	121	0.1369	0.0	0
RNaseH_17.6	RNaseH	117	0.1397	0.0	0
RNaseH_297	RNaseH	117	0.1273	0.0	0
RNaseH_412	RNaseH	121	0.214	0.0	0
RNaseH_Zam	RNaseH	121	0.1927	0.0	0
RNaseH_Yoyo	RNaseH	118	0.1715	0.0	0
RNaseH_Tv1	RNaseH	117	0.1834	0.0	0
RNaseH_Tom	RNaseH	117	0.1115	0.0	0
RNaseH_Ted	RNaseH	121	0.2433	0.0	0
RNaseH_Springer	RNaseH	118	0.2029	0.0	0
RNaseH_Nomad	RNaseH	122	0.1312	0.0	0
RNaseH_Mdg1	RNaseH	121	0.2815	0.1983	0
RNaseH_Idefix	RNaseH	117	0.1745	0.0	0
RNaseH_HMS-Beagle	RNaseH	118	0.2122	0.0	0
RNaseH_Burdock	RNaseH	118	0.1537	0.0	0
RNaseH_Gypsy	RNaseH	118	0.2504	0.178	0
RNaseH_Gypsyvir	RNaseH	118	0.2336	0.1441	0
RNaseH_SURL	RNaseH	123	0.1674	0.1057	0
RNaseH_Cer4	RNaseH	127	0.0761	0.0	0
RNaseH_Cer5	RNaseH	127	0.0972	0.0	0
RNaseH_Mag	RNaseH	126	0.1102	0.0	0
RNaseH_Gulliver	RNaseH	125	0.2263	0.0	0
RNaseH_Cer6	RNaseH	126	0.1052	0.0	0
RNaseH_TF2	RNaseH	126	0.1482	0.0	0
RNaseH_TF1	RNaseH	126	0.1482	0.0	0
RNaseH_Cft-1	RNaseH	122	0.2273	0.0	0
RNaseH_Grasshopper	RNaseH	124	0.305	0.2097	0
RNaseH_Ty3-1	RNaseH	123	0.1206	0.0	0
RNaseH_Sushi-ichi	RNaseH	124	0.213	0.0	0
RNaseH_Skipper	RNaseH	124	0.1286	0.0	0
RNaseH_Skippy	RNaseH	124	0.2208	0.1694	0
RNaseH_Real	RNaseH	123	0.2298	0.1382	0
RNaseH_Pyret	RNaseH	124	0.254	0.1855	0
RNaseH_MGLR3	RNaseH	125	0.2022	0.168	0
RNaseH_Pyggy	RNaseH	121	0.2867	0.1901	0
RNaseH_Maggy	RNaseH	124	0.1553	0.0	0
RNaseH_marY1	RNaseH	125	0.3064	0.336	0
RNaseH_Dane-1	RNaseH	124	0.1604	0.0	0
RNaseH_Cgret	RNaseH	124	0.2564	0.1935	0
RNaseH_Tse3	RNaseH	126	0.0952	0.0	0
RNaseH_Galadriel	RNaseH	117	0.2269	0.1197	0
RNaseH_Tntom1	RNaseH	116	0.1588	0.0	0
RNaseH_Cereba	RNaseH	111	0.1023	0.0	0
RNaseH_Beetle1	RNaseH	117	0.0816	0.0	0
RNaseH_CRM	RNaseH	117	0.1107	0.0	0
RNaseH_Bagy-1	RNaseH	115	0.0966	0.0	0
RNaseH_Del	RNaseH	116	0.0673	0.0	0
RNaseH_Tma	RNaseH	117	0.0824	0.0	0
RNaseH_Reina	RNaseH	117	0.1651	0.1282	0
RNaseH_Retrosat-2	RNaseH	117	0.0915	0.0	0
RNaseH_Peabody	RNaseH	117	0.082	0.0	0
RNaseH_Monkey	RNaseH	116	0.1745	0.0	0
RNaseH_Legolas	RNaseH	117	0.0862	0.0	0
RNaseH_Ifg7	RNaseH	116	0.1013	0.0	0
RNaseH_Gloin	RNaseH	117	0.1028	0.0	0
RNaseH_Gimli	RNaseH	117	0.1037	0.0	0
RT_STcLV2PP1664	RT	233	0.1527	0.0	0
RT_HTLV-1	RT	232	0.1214	0.0	0
RT_HTLV-2	RT	233	0.2055	0.2318	0
RT_BLV	RT	233	0.1716	0.0	0
RT_SERV	RT	230	0.0733	0.0	0
RT_SMRV-H	RT	230	0.0766	0.0	0
RT_JSRV	RT	231	0.1018	0.0	0
RT_LPDV	RT	230	0.1071	0.0	0
RT_RSV	RT	229	0.0778	0.0	0
RT_MPMV	RT	230	0.0831	0.0	0
RT_SRV-1	RT	230	0.0829	0.0	0
RT_MMTV	RT	230	0.0984	0.0	0
RT_HERV-K10	RT	230	0.0848	0.0	0
RT_GALV	RT	237	0.1292	0.0	0
RT_RCHO-K1	RT	237	0.0996	0.0	0
RT_KoRV	RT	237	0.1572	0.097	0
RT_PERV-MSL	RT	237	0.1203	0.0928	0
RT_RTVL-Ia	RT	239	0.0934	0.0	0
RT_MdEV	RT	237	0.1155	0.0	0
RT_HERV-E	RT	237	0.108	0.0	0
RT_BAEVM	RT	237	0.1271	0.097	0
RT_REV	RT	237	0.1332	0.0802	0
RT_WdSV	RT	230	0.0887	0.0	0
RT_FeLV	RT	237	0.1298	0.1013	0
RT_MuLV	RT	237	0.1461	0.097	0
RT_SA-OMVV	RT	234	0.0958	0.0	0
RT_CAEV	RT	234	0.0837	0.0	0
RT_FIV	RT	233	0.107	0.0	0
RT_EIAV	RT	233	0.1057	0.0601	0
RT_SIVMND	RT	235	0.0836	0.0	0
RT_HIV-2	RT	234	0.1152	0.0769	0
RT_BIV	RT	231	0.0639	0.0	0
RT_SIVMAC	RT	234	0.1165	0.0769	0
RT_VMV	RT	235	0.0916	0.0	0
RT_HIV-1	RT	234	0.0897	0.0	0
RT_SIVAGM	RT	234	0.0948	0.0	0
RT_SFV-1	RT	223	0.0866	0.0	0
RT_HFV	RT	223	0.1092	0.0762	0
RT_MuERV-L	RT	230	0.1094	0.0739	0
RT_Mag	RT	225	0.0618	0.0	0
RT_SURL	RT	225	0.0649	0.0	0
RT_Cer5	RT	226	0.0771	0.0	0
RT_Cer4	RT	226	0.0951	0.0	0
RT_Gulliver	RT	226	0.0613	0.0	0
RT_Cer6	RT	226	0.1249	0.1726	0
RT_Tse3	RT	226	0.0758	0.0	0
RT_TF2	RT	225	0.0724	0.0	0
RT_TF1	RT	225	0.0755	0.0	0
RT_Pyggy	RT	227	0.084	0.0	0
RT_Maggy	RT	225	0.0868	0.0578	0
RT_Grasshopper	RT	227	0.1008	0.0705	0
RT_Cft-1	RT	226	0.1157	0.0708	0
RT_Ty3-1	RT	223	0.0935	0.0	0
RT_Skipper	RT	223	0.1178	0.0583	0
RT_Skippy	RT	226	0.115	0.0619	0
RT_Sushi-ichi	RT	225	0.1122	0.0	0
RT_marY1	RT	226	0.1426	0.0929	0
RT_Pyret	RT	222	0.0724	0.0	0
RT_Cgret	RT	225	0.1075	0.0711	0
RT_Dane-1	RT	225	0.1076	0.0844	0
RT_Real	RT	227	0.0783	0.0	0
RT_MGLR3	RT	225	0.0833	0.0	0
RT_Galadriel	RT	225	0.0892	0.0	0
RT_Tntom1	RT	225	0.087	0.0	0
RT_Cereba	RT	224	0.0884	0.0	0
RT_CRM	RT	225	0.0607	0.0	0
RT_Beetle1	RT	225	0.0995	0.0	0
RT_Del	RT	222	0.116	0.0631	0
RT_Tma	RT	224	0.0883	0.0	0
RT_Reina	RT	225	0.0895	0.0578	0
RT_Gimli	RT	225	0.104	0.0622	0
RT_Gloin	RT	222	0.0897	0.0	0
RT_Legolas	RT	225	0.1214	0.0	0
RT_Monkey	RT	225	0.1066	0.0711	0
RT_Ifg7	RT	224	0.0902	0.0	0
RT_Peabody	RT	225	0.0752	0.0	0
RT_CsRN1	RT	224	0.1912	0.1518	0
RT_Kabuki	RT	224	0.1112	0.0	0
RT_Retrosat-2	RT	225	0.1102	0.0	0
RT_Athila4-1	RT	244	0.0818	0.0	0
RT_Cyclops-2	RT	242	0.096	0.0	0
RT_Diaspora	RT	243	0.0765	0.0	0
RT_Calypso5-1	RT	241	0.0803	0.0	0
RT_Bagy-2	RT	243	0.0663	0.0	0
RT_Ogre	RT	226	0.0825	0.0	0
RT_Bagy-1	RT	217	0.1052	0.0645	0
RT_RIRE2	RT	226	0.0607	0.0	0
RT_RetroSor1	RT	226	0.0694	0.0	0
RT_Cinful-1	RT	226	0.0869	0.0	0
RT_Grande1-4	RT	227	0.0709	0.0	0
RT_Tat4-1	RT	226	0.058	0.0	0
RT_Tft2	RT	226	0.0546	0.0	0
RT_B1147A04.5	RT	212	0.1936	0.0	0
RT_Circe	RT	195	0.5111	0.5538	0
RT_Cer1	RT	225	0.1458	0.0578	0
RT_Woot	RT	225	0.113	0.0933	0
RT_Ulysses	RT	225	0.1423	0.0578	0
RT_Osvaldo	RT	227	0.1424	0.1101	0
RT_Cigr-1	RT	226	0.0815	0.0	0
RT_Zam	RT	230	0.1031	0.0	0
RT_Tv1	RT	228	0.0754	0.0	0
RT_412	RT	231	0.1575	0.1299	0
RT_297	RT	230	0.1123	0.0739	0
RT_Gypsy	RT	231	0.1154	0.0563	0
RT_Gypsyvir	RT	231	0.1441	0.1169	0
RT_Yoyo	RT	230	0.0835	0.0	0
RT_Tom	RT	230	0.1091	0.0783	0
RT_Ted	RT	230	0.092	0.0	0
RT_17.6	RT	230	0.1123	0.0565	0
RT_Burdock	RT	231	0.1309	0.1255	0
RT_HMS-Beagle	RT	230	0.1081	0.0565	0
RT_Nomad	RT	230	0.0991	0.0	0
RT_Springer	RT	231	0.1095	0.0	0
RT_Mdg1	RT	231	0.1214	0.0	0
RT_Idefix	RT	230	0.131	0.0	0
RT_Micropia	RT	214	0.1437	0.0935	0
RT_Blastopia	RT	226	0.1007	0.0	0
RT_Mdg3	RT	226	0.0877	0.0	0
RT_Cer2	RT	223	0.127	0.0	0
RT_Cer3	RT	223	0.0904	0.0	0
ORFC_WDSV	ORFC	120	0.1909	0.0	0
ORFA_WDSV	ORFA	297	0.1136	0.0842	0
ORFB_WDSV	ORFB	306	0.1753	0.1961	0
3'SORF_SRV-1	3'SORF	176	0.4856	0.6989	0
5'SORF_SRV-1	5'SORF	164	0.7439	1.0	0
SORF1_MPMV	SORF1	161	0.387	0.1118	0
SORF2_MPMV	SORF2	91	0.7203	1.0	0
SORF3_MPMV	SORF3	122	0.5099	0.7131	0
ORF1_LPDV	ORF1	59	0.8231	1.0	0
ORF2_LPDV	ORF2	64	0.4228	0.2969	0
ORF3_LPDV	ORF3	72	0.6314	1.0	0
ORF4_LPDV	ORF4	51	0.5976	1.0	0
SRC_RSV	SRC	526	0.1728	0.1388	0
dUTPase_HIV-1	dUTPase	164	0.1186	0.0	0
SAG_MMTV	SAG	320	0.2856	0.3469	0
ORFX_MPMV	ORFX	94	0.2654	0.0	0
ORFX_MMTV	ORFX	95	0.3055	0.1895	0
ORFX_HERV-K10	ORFX	91	0.2233	0.0	0
ORFX_JSRV	ORFX	107	0.1553	0.0	0
ORFX_SERV	ORFX	88	0.2097	0.0	0
ORFX_SRV-1	ORFX	92	0.4446	0.3043	0
ORFX_SMRV-H	ORFX	96	0.3008	0.0	0
dUTPase_JSRV	dUTPase	128	0.1433	0.0	0
dUTPase_MMTV	dUTPase	128	0.1728	0.0	0
dUTPase_VMV	dUTPase	130	0.1264	0.0	0
dUTPase_CAEV	dUTPase	130	0.1596	0.0	0
dUTPase_EIAV	dUTPase	131	0.1506	0.0	0
dUTPase_SERV	dUTPase	127	0.2741	0.1417	0
dUTPase_MPMV	dUTPase	127	0.1881	0.0	0
dUTPase_SMRV-H	dUTPase	148	0.137	0.0	0
dUTPase_HERV-K10	dUTPase	136	0.0967	0.0	0
dUTPase_FIV	dUTPase	133	0.2085	0.2256	0
dUTPase_SA-OMVV	dUTPase	130	0.1344	0.0	0
dUTPase_SRV-1	dUTPase	127	0.207	0.126	0
dUTPase_MuERV-L	dUTPase	90	0.1098	0.0	0
ROF_ORFI__HTLV-1	ROF	83	0.5469	0.5542	0
ROF_ORFI__HTLV-2	ROF	83	0.4622	0.3133	0
REX_STcLV2PP1664	REX	170	0.8394	1.0	0
ROF_ORFI__STcLV2PP1664	ROF	60	0.5208	1.0	0
ORFV_STcLV2PP1664	ORFV	48	0.764	1.0	0
TOF_ORFII__STcLV2PP1664	TOF	113	0.8812	1.0	0
TOF_ORFII__HTLV-2	TOF	122	0.7865	1.0	0
TOF_ORFII__HTLV-1	TOF	111	0.8829	1.0	0
REX_HTLV-1	REX	372	0.2666	0.2151	0
TAX_HTLV-1	TAX	353	0.2512	0.17	0
REX_HTLV-2	REX	168	0.7906	1.0	0
TAX_HTLV-2	TAX	356	0.3552	0.2781	0
REX_BLV	REX	156	0.8088	1.0	0
TAX_BLV	TAX	309	0.1251	0.0	0
TMX_BIV	TMX	135	0.4657	0.4667	0
TAT_BIV	TAT	103	0.8173	1.0	0
REV_BIV	REV	179	0.5555	0.7765	0
VIF_BIV	VIF	198	0.3448	0.2626	0
VPW_BIV	VPW	54	0.5525	1.0	0
VPY_BIV	VPY	80	0.2241	0.0	0
TAT_EIAV	TAT	78	0.4838	0.4615	0
ORFS_EIAV	ORFS	65	0.6742	1.0	0
REV_EIAV	REV	165	0.474	0.6848	0
REV_SA-OMVV	REV	144	0.691	1.0	0
TAT_SA-OMVV	TAT	94	0.2934	0.1596	0
ORFW_SA-OMVV	ORFW	86	0.5758	1.0	0
ORFQ_SA-OMVV	ORFQ	228	0.1027	0.0	0
ORFW_VMV	ORFW	81	0.7345	1.0	0
ORFQ_SOR__VMV	ORFQ	233	0.1341	0.0773	0
REV_VMV	REV	167	0.5621	1.0	0
TAT_VMV	TAT	94	0.2552	0.0	0
ORFW_CAEV	ORFW	90	0.5703	1.0	0
ORFQ_CAEV	ORFQ	230	0.2009	0.0826	0
TAT_CAEV	TAT	87	0.3012	0.1494	0
REV_CAEV	REV	129	0.8218	1.0	0
VIF_SIVMAC	VIF	214	0.234	0.1776	0
VPX_SIVMAC	VPX	112	0.3169	0.3214	0
VPR_SIVMAC	VPR	101	0.3731	0.3861	0
TAT_SIVMAC	TAT	130	0.5356	0.6154	0
REV_SIVMAC	REV	107	0.4264	0.5701	0
NEF_SIVMAC	NEF	262	0.3692	0.374	0
VIF_HIV-2	VIF	215	0.2663	0.2651	0
VPX_HIV-2	VPX	112	0.303	0.3214	0
VPR_HIV-2	VPR	105	0.3627	0.3905	0
TAT_HIV-2	TAT	130	0.539	0.5769	0
REV_HIV-2	REV	100	0.416	0.54	0
NEF_HIV-2	NEF	256	0.4082	0.3984	0
NEF_SIVAGM	NEF	222	0.3074	0.3514	0
REV_SIVAGM	REV	102	0.4155	0.4902	0
TAT_SIVAGM	TAT	101	0.5355	0.5842	0
NEF_HIV-1	NEF	206	0.3952	0.335	0
VPU_HIV-1	VPU	81	0.3436	0.3951	0
REV_HIV-1	REV	123	0.6668	1.0	0
TAT_HIV-1	TAT	101	0.5561	0.6238	0
VPR_HIV-1	VPR	94	0.3194	0.2979	0
VIF_HIV-1	VIF	190	0.2133	0.1579	0
BEL1_HFV	BEL1	300	0.5639	0.57	0
BEL1_SFV-1	BEL1	308	0.4676	0.3734	0
BEL2_SFV-1	BEL2	403	0.1668	0.072	0
BEL2_HFV	BEL2	257	0.1609	0.0	0
VIF_FIV	VIF	251	0.0753	0.0	0
REV_FIV	REV	152	0.4081	0.5329	0
ORFA_FIV	ORFA	77	0.3568	0.3766	0
INT_412	INT	337	0.132	0.0	0
INT_Mdg1	INT	337	0.1576	0.0475	0
INT_TnGIN	INT	293	0.3652	0.4676	0
INT_Galadriel	INT	347	0.1168	0.0	0
INT_Del	INT	341	0.0901	0.0	0
INT_Peabody	INT	345	0.109	0.0	0
INT_Bagy-1	INT	343	0.1101	0.0	0
INT_Retrosat-2	INT	345	0.0817	0.0	0
INT_Gimli	INT	344	0.1371	0.0436	0
INT_Gloin	INT	339	0.0974	0.0	0
INT_Ifg7	INT	340	0.1038	0.0	0
INT_Reina	INT	343	0.0989	0.0	0
INT_Cereba	INT	275	0.1269	0.0	0
INT_Monkey	INT	340	0.118	0.05	0
INT_Tntom1	INT	340	0.1342	0.0	0
INT_Beetle1	INT	345	0.1575	0.0	0
INT_CRM	INT	344	0.0942	0.0	0
INT_Tma	INT	343	0.0873	0.0	0
INT_Legolas	INT	346	0.0778	0.0	0
INT_TF2	INT	341	0.1511	0.0	0
INT_TF1	INT	341	0.1507	0.0	0
INT_MGLR3	INT	350	0.139	0.0429	0
INT_Real	INT	341	0.2434	0.1056	0
INT_Pyggy	INT	223	0.14	0.0807	0
INT_Grasshopper	INT	344	0.2215	0.1163	0
INT_Maggy	INT	344	0.1862	0.0465	0
INT_Cgret	INT	346	0.1275	0.0	0
INT_Dane-1	INT	340	0.13	0.0	0
INT_Pyret	INT	344	0.1778	0.0378	0
INT_Sushi-ichi	INT	343	0.2427	0.1254	0
INT_Cft-1	INT	346	0.1923	0.0	0
INT_Skippy	INT	347	0.1034	0.0	0
INT_marY1	INT	342	0.2519	0.0965	0
INT_Skipper	INT	341	0.1024	0.0	0
INT_Ty3-1	INT	342	0.1248	0.0	0
INT_Tse3	INT	352	0.0881	0.0	0
INT_Kabuki	INT	339	0.1174	0.0	0
INT_CsRN1	INT	338	0.3435	0.3994	0
INT_SA-OMVV	INT	264	0.1184	0.0	0
INT_CAEV	INT	264	0.1272	0.0	0
INT_FIV	INT	260	0.0709	0.0	0
INT_BIV	INT	259	0.1093	0.0	0
INT_EIAV	INT	259	0.1184	0.0	0
INT_HIV-2	INT	260	0.0785	0.0	0
INT_HIV-1	INT	260	0.0797	0.0	0
INT_VMV	INT	264	0.0931	0.0	0
INT_SIVMAC	INT	260	0.067	0.0	0
INT_SIVAGM	INT	260	0.0823	0.0	0
INT_SIVMND	INT	260	0.0877	0.0	0
INT_MuERV-L	INT	244	0.1533	0.0861	0
INT_STcLV2PP1664	INT	271	0.157	0.0738	0
INT_HTLV-2	INT	271	0.152	0.0517	0
INT_HTLV-1	INT	272	0.1987	0.0846	0
INT_BLV	INT	272	0.1222	0.0	0
INT_HFV	INT	331	0.2632	0.2659	0
INT_SFV-1	INT	332	0.3334	0.4066	0
INT_LPDV	INT	256	0.0691	0.0	0
INT_RSV	INT	263	0.1536	0.0	0
INT_MPMV	INT	262	0.0831	0.0	0
INT_HERV-K10	INT	265	0.1432	0.0	0
INT_MMTV	INT	259	0.0737	0.0	0
INT_SERV	INT	262	0.0679	0.0	0
INT_SRV-1	INT	262	0.0809	0.0	0
INT_JSRV	INT	261	0.1337	0.0	0
INT_Diaspora	INT	348	0.0999	0.0	0
INT_Cinful-1	INT	346	0.1061	0.0	0
INT_Grande1-4	INT	277	0.1848	0.1227	0
INT_Tat4-1	INT	343	0.1464	0.0437	0
INT_Tft2	INT	326	0.2142	0.1196	0
INT_RetroSor1	INT	343	0.156	0.0	0
INT_RIRE2	INT	346	0.089	0.0	0
INT_B1147A04.5	INT	348	0.1045	0.0	0
INT_Athila4-1	INT	332	0.0679	0.0	0
INT_Cyclops-2	INT	338	0.1176	0.0	0
INT_Calypso5-1	INT	353	0.1036	0.0397	0
INT_Bagy-2	INT	347	0.0946	0.0	0
INT_Ogre	INT	351	0.1099	0.0	0
INT_Mag	INT	365	0.2835	0.1562	0
INT_Cer6	INT	363	0.1599	0.0	0
INT_Cer5	INT	354	0.2085	0.0932	0
INT_Cer4	INT	347	0.1082	0.0	0
INT_SURL	INT	349	0.4466	0.4212	0
INT_Gulliver	INT	351	0.2206	0.1681	0
INT_Osvaldo	INT	355	0.391	0.3662	0
INT_Circe	INT	277	0.1416	0.0	0
INT_Ulysses	INT	359	0.2757	0.2674	0
